MID	Title	altTitles	composer	composer_uri	lyricist	lyricist_uri	arranger	arranger_uri	Editors	Photographers	Illustrators	Publisher	PublisherLocationTest	CopyrightDate	language	text	notes	Donor	Distributor		subjects	CallNumber	PlateNumber	Series	CollectionSource	LargerWork	Keywords	Original_Notes	zImagePath	MidiPath	zNumberOfPages	TitleSearchHits	Incomplete	Jess_Notes
1428	They didn't believe me		"Kern, Jerome, 1885-1945"	http://id.loc.gov/authorities/names/n80149466	"Reynolds, Herbert, 1867-1933"	http://id.loc.gov/authorities/names/no2003039770					"Harris, Ben Jorj"	T. B. Harms	"New York, NY"	1914	English	First line of text|Got the cutest little way. :: First line of refrain|And when I told them how beautiful you are they didn't believe me!	"For voice and piano.|From The Girl From Utah.|""Re-introduced to-day by Rudy Vallee.""|Cover illustration by Ben Jorj Harris."				Love songs|Popular music--United States--1911-1920|Songs with piano	Sheet music 907				The girl from Utah		"For voice and piano.<BR>First line of text: Got the cutest little way.<BR>First line of refrain: And when I told them how beautiful you are they didn't believe me!<BR>From The Girl From Utah.<BR>""Re-introduced to-day by Rudy Vallee.""<BR>Cover illustration by Ben Jorj Harris."			0	208	N	
1465	Trade winds		"Keel, Frederick, 1871-1954"	http://id.loc.gov/authorities/names/n83314255	"Masefield, John, 1878-1967"	http://id.loc.gov/authorities/names/n80067094						Boosey & Co. Ltd.	"New York, NY"	1919	English	"First line of text|In the harbour, in the island, in the Spanish seas."	For voice and piano.|Pl. no.: 2289	Max Camp			Songs with piano	Sheet music Large 62				Salt-water ballads	"Sailing, sea."	"Pl. no.: 2289<BR>For voice and piano.<BR>First line of text: In the harbour, in the island, in the Spanish seas.<BR>"			0	93	N	
1467	Katy did!		"Cohn, Leo"		"Cohn, Leo"							Leo Cohn	"New York, NY"	1943	English	First line of text|Have you heard of K-K-Katy	For voice and piano|Advance artist copy	Max Camp				Sheet music 938					patriotic	"For voice and piano <BR>First line of text:  Have you heard of K-K-Katy <BR>Advance artist copy <BR>"			0	53	N	NO SUBJECTS?
1468	Down the trail to home sweet home	Alternate title|Down the trail to sweet home; Ballade.	"Ball, Ernest R., 1878-1927"	http://id.loc.gov/authorities/names/no96051481	"Ball, Ernest R., 1878-1927"	http://id.loc.gov/authorities/names/no96051481						M. Witmark & sons	"New York, NY"	1920	English	First line of text|When fortune you dreamed of has cast you aside. :: First line of refrain|Would you like to go back to home sweet home.	For voice and piano.|Alternate title: Down the trail to sweet home; Ballade.|Pl. no.: M. W. & Sons 16207-3.	Max Camp			Homecoming--Songs and music|Popular music--United States--1911-1920|Songs with piano	Sheet music Large 56						"For voice and piano.<BR>First line of text: When fortune you dreamed of has cast you aside.<BR>First line of refrain: Would you like to go back to home sweet home.<BR>Alternate title: Down the trail to sweet home; Ballade.<BR>Pl. no.: M. W. & Sons 16207-3."			0	95	N	
2939	Water boy:  a negro convict song						"Robinson, Avery"	http://id.loc.gov/authorities/names/no93030528				"Winthrop Rogers, Ltd."		1922	English	"First line of text|Water boy, where are you hiding?"	"For voice and piano.|""As sung by Mr. Roland Hayes""--cover.|Programme on p.1.|Plate no.: B.M.Co. 7368."				Songs with piano|African Americans--Songs and music	CSAM 108			CSAM			"For voice and piano.<BR>First line of text:  Water boy, where are you hiding? <BR>""As sung by Mr. Roland Hayes""--cover.<BR>Programme on p.1.<BR>Plate no.:  B.M.Co. 7368.<BR>"			0	143	N	
5423	Sweet Kentucky lady	Alternate title|Dry your eyes.	"Hirsch, Louis A. (Louis Achille), 1881-1924"	http://id.loc.gov/authorities/names/n97082775	"Jerome, William, 1865-1932"	http://id.loc.gov/authorities/names/n92057588						M. Witmark & Sons	"New York, NY"	1914	English	"First line of text|Honey there's no use sighing. :: First line of chorus|Sweet Kentucky lady, just dry your little eyes of blue."	For voice and piano.|Alternate title: Dry your eyes.|Founded on Stephen Forster's immortal theme.|Plate number: 13461-3.	Hemrick Salley			Love songs|Popular music--United States--1911-1920|Songs with piano	Sheet music Large 1334						"For voice and piano.<BR>First line of text: Honey there's no use sighing.<BR>First line of chorus: Sweet Kentucky lady, just dry your little eyes of blue.<BR>Alternate title: Dry your eyes.<BR>Founded on Stephen Forster's immortal theme.<BR>Plate number: 13461-3."			0	6	N	
1418	The umbrella man		"Cavanaugh, James, 1892-1967"	http://id.loc.gov/authorities/names/no2002029454	"Cavanaugh, James, 1892-1967"	http://id.loc.gov/authorities/names/no2002029454						"Harms, Inc."	"New York, NY"	1938	English	First line of text|Umbrellas! :: First line of chorus|Toodle Luma Luma	"For voice and piano, with symbols|Cover portrait: Kenny Baker|Plate number: S-770"					Sheet music 899						"For voice and piano, with symbols <BR>First line of text:  Umbrellas! <BR>First line of chorus:  Toodle Luma Luma <BR>Cover portrait:  Kenny Baker <BR>Plate number: S-770 <BR>"			0	58	N	NO SUBJECTS?
			"Rose, Vincent, 1880-1944"	http://id.loc.gov/authorities/names/no99002472	"Rose, Vincent, 1880-"	http://id.loc.gov/authorities/names/no99002472																												
			"Stock, Larry, 1896-"	http://id.loc.gov/authorities/names/nb2001079481																														
1423	Don't you love me anymore		"David, Mack, 1912-1993"	http://id.loc.gov/authorities/names/no89012520	"David, Mack"	http://id.loc.gov/authorities/names/no89012520						Oxford Music Corporation	"New York, NY"	1947	English	"First line of text|Lately dear, I wonder; Have we made a blunder :: First line of chorus|Lately whenever you hold me, you don't hold me tight"	"For voice and piano, with chord symbols.|Cover portrait: Jack Smith"					Sheet music 903						"For voice and piano, with chord symbols. <BR>First line of text:  Lately dear, I wonder; Have we made a blunder <BR>First line of chorus:  Lately whenever you hold me, you don't hold me tight <BR>Cover portrait: Jack Smith <BR>"			0	38	N	NO SUBJECTS?
			"Hoffman, Al, 1902-1960"	http://id.loc.gov/authorities/names/no92010056	"Hoffman, Al"	http://id.loc.gov/authorities/names/no92010056																												
			"Livingston, Jerry, 1909-1987"	http://id.loc.gov/authorities/names/no89012526	"Livingston, Jerry"	http://id.loc.gov/authorities/names/no89012526																												
1424	You came along		"Green, John W., 1908-"	http://id.loc.gov/authorities/names/n81072979	"Heyman, Edward, 1907-"	http://id.loc.gov/authorities/names/n86140056						Famous Music Corporation	"New York, NY"	1931	English	"First line of text|When I least expected, Kindly fate directed you to make each dream of mine come true. :: First line of chorus|You came along"	"For voice and piano, with chord symbols.|Cover portrait of Helen Forrest"				Musicals	Sheet music 904				You Came Along		"For voice and piano, with chord symbols. <BR>First line of text:  When I least expected, Kindly fate directed you to make each dream of mine come true. <BR>First line of chorus:  You came along <BR>Cover portrait of Helen Forrest <BR>"			0	69	N	
1432	The old master painter		"Smith, Beasley"	http://id.loc.gov/authorities/names/n93083592	"Gillespie, Haven"	http://id.loc.gov/authorities/names/n92014471						Robbins Music Corporation	"New York, NY"	1949	English	First line of text|The old master painter from the far awway hills painted the vi'lets and the daffodils	"For voice and piano, with chord symbols and diagrams for ukulele|Cover portrait of Mel Torme|Plate number: SH 3477"	Max Camp			Popular music|Songs with piano	Sheet music 910						"For voice and piano, with chord symbols and diagrams for ukulele <BR>First line of text:  The old master painter from the far awway hills painted the vi'lets and the daffodils <BR>Cover portrait of Mel Torme <BR>Plate number: SH 3477 <BR>"			0	54	N	
1436	Time waits for no one		"Friend, Cliff, 1893-1974"	http://id.loc.gov/authorities/names/n88051343	"Friend, Cliff"	http://id.loc.gov/authorities/names/n88051343						Remick  Music Corporation	"New York, NY"	1944	English	First line of text|Can't you hear my heart beat echoing your name :: First line of chorus|Time waits for no one	"For voice and piano, with chord diagrams for guitar and symbols for ukulele and banjo|Cover picture from ""Shine on harvest moon""|Plate number: 3308"	Max Camp			Motion picture music	Sheet music 914				Shine on harvest moon		"For voice and piano, with chord diagrams for guitar and symbols for ukulele and banjo <BR>First line of text:  Can't you hear my heart beat echoing your name <BR>First line of chorus:  Time waits for no one <BR>Cover picture from ""Shine on harvest moon""Plate number:  3308"			0	207	N	
			"Tobias, Charlie, 1898-1970"	http://id.loc.gov/authorities/names/no90010582	"Tobias, Charlie"	http://id.loc.gov/authorities/names/no90010582																												
1437	Dark is the night (c'est fin!)		"Brodszky, Nicholas, 1905-1958"	http://id.loc.gov/authorities/names/n82153092	"Cahn, Sammy, 1913-1993"	http://id.loc.gov/authorities/names/n82096094						Leo Feist	"New York, NY"	1951	English	First line of text|I'm one of love's bad losers :: First line of chorus|Dark is the night	"For piano and voice, with chord symbols and diagrams for ukulele|Cover pictures from ""Rich young and pretty""|Plate number: 7810"	Max Camp			Motion picture music	Sheet music 953				"Rich, young and pretty"		"For piano and voice, with chord symbols and diagrams for ukulele <BR>First line of text:  I'm one of love's bad losers <BR>First line of chorus:  Dark is the night <BR>Cover pictures from ""Rich young and pretty"" <BR>Plate number:  7810"			0	67	N	
1438	I'm ridin' for a fall		"Schwartz, Arthur, 1900-1984"	http://id.loc.gov/authorities/names/n86145224	"Loesser, Frank, 1910-1969"	http://id.loc.gov/authorities/names/n81133632						Remick Music Corporation	"New York, NY"	1943	English	First line of text|Sprinkle me with perume rare and I'll be on my way :: First line of chorus|I'm ridin' for a fall	"For voice and piano, with chord symbols for ukulele and banjo and diagrams for guitar|Cover picture of characters from ""Thank your lucky stars""|Plate number: S-1052"	Max Camp			Motion picture music	Sheet music 915				Thank your lucky stars		"For voice and piano, with chord symbols for ukulele and banjo and diagrams for guitar <BR>First line of text:  Sprinkle me with perume rare and I'll be on my way <BR>First line of chorus:  I'm ridin' for a fall <BR>Cover picture of characters from ""Thank your lucky stars"" <BR>Plate number:  S-1052"			0	64	N	
1440	There must be a way		"Gallop, Sammy, 1915-1971"	http://id.loc.gov/authorities/names/no97007987	"Gallop, Sammy"	http://id.loc.gov/authorities/names/no97007987						Stevens Music	"New York, NY"	1945	English	"First line of text|There isn't a place I can go, a place where you won't be missed :: First line of chorus|There must be a way to help me forget that we're through"	"For voice and piano, with chord symbols|Cover portrait of Charlie Spivak"	Max Camp			Popular music|Songs with piano	Sheet music 917						"For voice and piano, with chord symbols <BR>First line of text:  There isn't a place I can go, a place where you won't be missed <BR>First line of chorus:  There must be a way to help me forget that we're through <BR>Cover portrait of Charlie Spivak <BR>"			0	66	N	
			"Saxon, David 1927-"	http://id.loc.gov/authorities/names/no2006136253	"Saxon, David"	http://id.loc.gov/authorities/names/no2006136253																												
			"Cook, Robert"	http://id.loc.gov/authorities/names/n78029346	"Cook, Robert"	http://id.loc.gov/authorities/names/n78029346																												
1442	"Please don't say ""no"""		"Fain, Sammy, 1902-1989"	http://id.loc.gov/authorities/names/n93022038	"Freed, Ralph"	http://id.loc.gov/authorities/names/n87916824						Leo Feist	"New York, NY"	1944	English	"First line of text|I can see that you are above any love of mine :: First line of chorus|Please don't say ""no"" say ""maybe"""	"For voice and piano, with chord symbols|Cover pictures of Esther Williams, Van Johnson, Tommy Dorsey and Lauritz Melchior|Plate number: 7457"	Max Camp			Motion picture music	Sheet music 919				Thrill of a romance		"For voice and piano, with chord symbols <BR>First line of text:  I can see that you are above any love of mine <BR>First line of chorus:  Please don't say ""no"" say ""maybe"" <BR>Cover pictures of Esther Williams, Van Johnson, Tommy Dorsey and Lauritz Melchior <BR>Plate number: 7457"			0	30	N	
1443	"It's been a long, long time"		"Styne, Jule, 1905-1994"	http://id.loc.gov/authorities/names/n81120322	"Cahn, Sammy, 1913-1993"	http://id.loc.gov/authorities/names/n82096094						Edwin H. Morris & Company	"New York, NY"	1945	English	"First line of text|Never thought that you would be standing here so close to me :: First line of chorus|Just kiss me once, then kiss me twice, then kiss me once again"	"For voice and piano, with chord symbols|Cover portrait of Perry Como"	Max Camp			Popular music|Songs with piano	Sheet music 920					kiss	"For voice and piano, with chord symbols <BR>First line of text:  Never thought that you would be standing here so close to me <BR>First line of chorus:  Just kiss me once, then kiss me twice, then kiss me once again <BR>Cover portrait of Perry Como <BR>"			0	61	N	
1444	(It's no) sin		"Hoven, George"	http://id.loc.gov/authorities/names/n97874846	"Shull, Chester"	http://id.loc.gov/authorities/names/no2010191241						Algonquin music	"New York, NY"	1951	English	"First line of text|Take away the breath of flowers, it would surely be a sin."	"For voice and piano, with chord symbols"	Max Camp			Popular music|Songs with piano	Sheet music 921						"For voice and piano, with chord symbols <BR>First line of text:  Take away the breath of flowers, it would surely be a sin.<BR>"			0	26	N	
1445	Blue Champagne		"Watts, Grady"	http://id.loc.gov/authorities/names/no2003028323	"Watts, Grady"	http://id.loc.gov/authorities/names/no2003028323						Encore Music Publications	"New York, NY"	1941	English	First line of text|Three A.M. no where else to go :: First line of chorus|Blue champagne	"For voice and piano, with chord symbols and diagrams for guitar|Cover portrait of Jimmy Dorsey"	Max Camp			Popular music|Songs with piano	Sheet music 922						"For voice and piano, with chord symbols and diagrams for guitar <BR>First line of text:  Three A.M. no where else to go <BR>First line of chorus:  Blue champagne <BR>Cover portrait of Jimmy Dorsey <BR>"			0	56	N	
			"Ryerson, Frank"	http://id.loc.gov/authorities/names/no2008147839	"Ryerson, Frank"	http://id.loc.gov/authorities/names/no2008147839																												
1446	That's my desire		"Kresa, Helmy, 1904-1991"	http://id.loc.gov/authorities/names/no2003018357	"Loveday, Carrol, 1898-1955"	http://id.loc.gov/authorities/names/no2002028678						Mills Music	"New York, NY"	1931	English	"First line of text|I recall the nights we spent together, laughing and dancing where life was just a song :: First line of chorus|To spend a night with you"	"For voice and piano, with chord symbols|Cover portrait of Sammy Kaye"	Max Camp			Popular music|Songs with piano	Sheet music 923						"For voice and piano, with chord symbols <BR>First line of text:  I recall the nights we spent together, laughing and dancing where life was just a song <BR>First line of chorus:  To spend a night with you <BR>Cover portrait of Sammy Kaye <BR>"			0	99	N	
